-183.121, 78.186, 1.582,  1.765
-183.107, 78.136, 1.585,  1.798
-183.093, 78.085, 1.589,  1.831
-183.079, 78.033, 1.592,  1.864
-183.065, 77.982, 1.596,  1.897
-183.051, 77.931, 1.601,  1.930
-183.037, 77.879, 1.606,  1.963
-183.024, 77.827, 1.611,  1.996
-183.010, 77.775, 1.616,  2.029
-182.997, 77.723, 1.622,  2.062
-182.983, 77.670, 1.628,  2.095
-182.970, 77.617, 1.634,  2.128
-182.957, 77.564, 1.641,  2.161
-182.944, 77.511, 1.647,  2.194
-182.930, 77.458, 1.654,  2.227
-182.918, 77.404, 1.660,  2.260
-182.905, 77.350, 1.667,  2.293
-182.892, 77.296, 1.673,  2.326
-182.879, 77.241, 1.679,  2.359
-182.867, 77.186, 1.686,  2.392
-182.854, 77.131, 1.692,  2.425
-182.842, 77.076, 1.698,  2.458
-182.830, 77.021, 1.704,  2.491
-182.817, 76.965, 1.710,  2.524
-182.805, 76.909, 1.716,  2.557
-182.793, 76.853, 1.722,  2.590
-182.781, 76.797, 1.728,  2.623
-182.769, 76.740, 1.733,  2.656
-182.758, 76.684, 1.739,  2.689
-182.746, 76.627, 1.746,  2.722
-182.734, 76.569, 1.752,  2.755
-182.723, 76.512, 1.758,  2.788
-182.712, 76.454, 1.764,  2.821
-182.700, 76.396, 1.770,  2.854
-182.689, 76.338, 1.776,  2.887
-182.678, 76.280, 1.783,  2.920
-182.667, 76.221, 1.789,  2.953
-182.656, 76.162, 1.795,  2.986
-182.645, 76.103, 1.802,  3.019
-182.634, 76.044, 1.808,  3.052
-182.624, 75.984, 1.814,  3.085
-182.613, 75.925, 1.821,  3.118
-182.603, 75.865, 1.827,  3.151
-182.592, 75.804, 1.833,  3.184
-182.582, 75.744, 1.840,  3.217
-182.572, 75.683, 1.846,  3.250
-182.562, 75.622, 1.853,  3.283
-182.552, 75.561, 1.859,  3.316
-182.542, 75.500, 1.866,  3.349
-182.532, 75.438, 1.872,  3.382
-182.522, 75.376, 1.879,  3.415
-182.513, 75.314, 1.886,  3.448
-182.503, 75.252, 1.892,  3.481
-182.494, 75.189, 1.899,  3.514
-182.484, 75.126, 1.906,  3.547
-182.475, 75.063, 1.912,  3.580
-182.466, 75.000, 1.919,  3.613
-182.457, 74.937, 1.926,  3.646
-182.448, 74.873, 1.932,  3.679
-182.439, 74.809, 1.939,  3.712
-182.430, 74.744, 1.946,  3.745
-182.421, 74.680, 1.952,  3.778
-182.412, 74.615, 1.959,  3.811
-182.404, 74.550, 1.966,  3.844
-182.395, 74.485, 1.973,  3.877
-182.387, 74.420, 1.980,  3.910
-182.378, 74.354, 1.987,  3.943
-182.370, 74.288, 1.993,  3.976
-182.362, 74.222, 2.000,  4.009
-182.354, 74.155, 2.007,  4.042
-182.346, 74.089, 2.014,  4.075
-182.338, 74.022, 2.021,  4.108
-182.330, 73.955, 2.028,  4.141
-182.322, 73.887, 2.035,  4.174
-182.314, 73.820, 2.042,  4.207
-182.307, 73.752, 2.049,  4.240
-182.299, 73.684, 2.056,  4.273
-182.292, 73.615, 2.063,  4.306
-182.284, 73.547, 2.070,  4.339
-182.277, 73.478, 2.077,  4.372
-182.270, 73.409, 2.085,  4.405
-182.263, 73.340, 2.092,  4.438
-182.256, 73.270, 2.099,  4.471
-182.249, 73.200, 2.106,  4.504
-182.242, 73.130, 2.113,  4.537
-182.235, 73.060, 2.120,  4.570
-182.228, 72.989, 2.128,  4.603
-182.221, 72.918, 2.135,  4.636
-182.215, 72.847, 2.142,  4.669
-182.208, 72.776, 2.150,  4.702
-182.202, 72.704, 2.157,  4.735
-182.195, 72.632, 2.164,  4.768
-182.189, 72.560, 2.172,  4.801
-182.183, 72.488, 2.179,  4.834
-182.177, 72.415, 2.187,  4.867
-182.170, 72.343, 2.194,  4.900
-182.164, 72.269, 2.202,  4.933
-182.158, 72.196, 2.209,  4.966
-182.152, 72.122, 2.217,  4.999
-182.147, 72.049, 2.224,  5.032
-182.141, 71.974, 2.232,  5.065
-182.135, 71.900, 2.239,  5.098
-182.130, 71.825, 2.247,  5.131
-182.124, 71.750, 2.255,  5.164
-182.118, 71.675, 2.262,  5.197
-182.113, 71.600, 2.270,  5.230
-182.108, 71.524, 2.278,  5.263
-182.102, 71.448, 2.285,  5.296
-182.097, 71.372, 2.293,  5.329
-182.092, 71.296, 2.301,  5.362
-182.087, 71.219, 2.308,  5.395
-182.082, 71.142, 2.316,  5.428
-182.077, 71.065, 2.324,  5.461
-182.072, 70.987, 2.332,  5.494
-182.067, 70.909, 2.340,  5.527
-182.062, 70.831, 2.348,  5.560
-182.057, 70.753, 2.355,  5.593
-182.052, 70.674, 2.363,  5.626
-182.048, 70.595, 2.371,  5.659
-182.043, 70.516, 2.379,  5.692
-182.038, 70.437, 2.387,  5.725
-182.034, 70.357, 2.396,  5.758
-182.029, 70.277, 2.404,  5.791
-182.025, 70.197, 2.412,  5.824
-182.021, 70.116, 2.420,  5.857
-182.016, 70.036, 2.428,  5.890
-182.012, 69.955, 2.436,  5.923
-182.008, 69.873, 2.444,  5.956
-182.004, 69.792, 2.452,  5.989
-182.000, 69.710, 2.461,  6.022
-181.996, 69.628, 2.469,  6.055
-181.992, 69.545, 2.477,  6.088
-181.988, 69.463, 2.485,  6.121
-181.984, 69.380, 2.494,  6.154
-181.980, 69.296, 2.502,  6.187
-181.976, 69.213, 2.511,  6.220
-181.972, 69.129, 2.519,  6.253
-181.969, 69.045, 2.527,  6.286
-181.965, 68.961, 2.536,  6.319
-181.961, 68.876, 2.544,  6.352
-181.958, 68.791, 2.553,  6.385
-181.954, 68.706, 2.561,  6.418
-181.951, 68.620, 2.570,  6.451
-181.947, 68.534, 2.578,  6.484
-181.944, 68.448, 2.587,  6.517
-181.941, 68.362, 2.596,  6.550
-181.937, 68.275, 2.604,  6.583
-181.934, 68.188, 2.613,  6.616
-181.931, 68.101, 2.622,  6.649
-181.928, 68.013, 2.630,  6.682
-181.924, 67.925, 2.639,  6.715
-181.921, 67.837, 2.648,  6.748
-181.918, 67.749, 2.657,  6.781
-181.915, 67.660, 2.666,  6.814
-181.912, 67.571, 2.675,  6.847
-181.909, 67.482, 2.684,  6.880
-181.906, 67.392, 2.693,  6.913
-181.903, 67.302, 2.702,  6.946
-181.900, 67.212, 2.711,  6.979
-181.897, 67.121, 2.720,  7.012
-181.895, 67.030, 2.729,  7.045
-181.892, 66.939, 2.738,  7.078
-181.889, 66.848, 2.747,  7.111
-181.886, 66.756, 2.757,  7.144
-181.884, 66.664, 2.766,  7.177
-181.881, 66.572, 2.775,  7.210
-181.878, 66.479, 2.784,  7.243
-181.876, 66.386, 2.794,  7.276
-181.873, 66.293, 2.803,  7.309
-181.871, 66.199, 2.812,  7.342
-181.868, 66.105, 2.822,  7.375
-181.866, 66.011, 2.831,  7.408
-181.863, 65.916, 2.841,  7.441
-181.861, 65.821, 2.850,  7.474
-181.859, 65.726, 2.860,  7.507
-181.856, 65.630, 2.870,  7.540
-181.854, 65.534, 2.879,  7.573
-181.852, 65.438, 2.889,  7.606
-181.849, 65.342, 2.898,  7.639
-181.847, 65.245, 2.908,  7.672
-181.845, 65.148, 2.918,  7.705
-181.843, 65.050, 2.928,  7.738
-181.841, 64.952, 2.937,  7.771
-181.838, 64.854, 2.947,  7.804
-181.836, 64.756, 2.957,  7.837
-181.834, 64.657, 2.967,  7.870
-181.832, 64.558, 2.977,  7.903
-181.830, 64.458, 2.987,  7.936
-181.828, 64.359, 2.997,  7.969
-181.826, 64.259, 3.007,  8.002
-181.824, 64.158, 3.017,  8.035
-181.822, 64.057, 3.027,  8.068
-181.820, 63.956, 3.037,  8.101
-181.818, 63.855, 3.047,  8.134
-181.816, 63.753, 3.057,  8.167
-181.814, 63.651, 3.068,  8.200
-181.813, 63.548, 3.078,  8.233
-181.811, 63.445, 3.088,  8.266
-181.809, 63.342, 3.099,  8.299
-181.807, 63.239, 3.109,  8.332
-181.805, 63.135, 3.120,  8.365
-181.804, 63.030, 3.130,  8.398
-181.802, 62.926, 3.141,  8.431
-181.800, 62.821, 3.151,  8.464
-181.798, 62.716, 3.162,  8.497
-181.797, 62.610, 3.172,  8.530
-181.795, 62.504, 3.183,  8.563
-181.793, 62.398, 3.193,  8.596
-181.792, 62.291, 3.204,  8.629
-181.790, 62.184, 3.215,  8.662
-181.789, 62.076, 3.225,  8.695
-181.787, 61.969, 3.236,  8.728
-181.785, 61.861, 3.247,  8.761
-181.784, 61.752, 3.258,  8.794
-181.782, 61.643, 3.269,  8.827
-181.781, 61.534, 3.280,  8.860
-181.779, 61.424, 3.291,  8.893
-181.778, 61.314, 3.302,  8.926
-181.776, 61.204, 3.313,  8.959
-181.775, 61.093, 3.324,  8.992
-181.773, 60.982, 3.335,  9.025
-181.772, 60.871, 3.346,  9.058
-181.771, 60.759, 3.357,  9.091
-181.769, 60.647, 3.369,  9.124
-181.768, 60.534, 3.380,  9.157
-181.766, 60.421, 3.391,  9.190
-181.765, 60.308, 3.403,  9.223
-181.764, 60.194, 3.414,  9.256
-181.762, 60.080, 3.425,  9.289
-181.761, 59.966, 3.437,  9.322
-181.760, 59.851, 3.448,  9.355
-181.758, 59.736, 3.460,  9.388
-181.757, 59.620, 3.471,  9.421
-181.756, 59.504, 3.483,  9.454
-181.755, 59.388, 3.495,  9.487
-181.753, 59.271, 3.506,  9.520
-181.752, 59.154, 3.518,  9.553
-181.751, 59.036, 3.530,  9.586
-181.750, 58.918, 3.542,  9.619
-181.748, 58.800, 3.554,  9.652
-181.747, 58.681, 3.565,  9.685
-181.746, 58.562, 3.577,  9.718
-181.745, 58.442, 3.589,  9.751
-181.744, 58.323, 3.601,  9.784
-181.742, 58.202, 3.613,  9.817
-181.741, 58.081, 3.625,  9.850
-181.740, 57.960, 3.638,  9.883
-181.739, 57.839, 3.650,  9.916
-181.738, 57.717, 3.662,  9.949
-181.737, 57.594, 3.674,  9.982
-181.736, 57.472, 3.686, 10.015
-181.735, 57.348, 3.699, 10.048
-181.733, 57.225, 3.711, 10.081
-181.732, 57.101, 3.723, 10.114
-181.731, 56.976, 3.736, 10.147
-181.730, 56.852, 3.748, 10.180
-181.729, 56.726, 3.761, 10.213
-181.728, 56.601, 3.774, 10.246
-181.727, 56.475, 3.786, 10.279
-181.726, 56.348, 3.799, 10.312
-181.725, 56.221, 3.812, 10.345
-181.724, 56.094, 3.825, 10.378
-181.723, 55.966, 3.837, 10.411
-181.722, 55.838, 3.850, 10.444
-181.721, 55.709, 3.863, 10.477
-181.720, 55.580, 3.876, 10.510
-181.719, 55.450, 3.889, 10.543
-181.718, 55.320, 3.902, 10.576
-181.717, 55.190, 3.915, 10.609
-181.716, 55.059, 3.928, 10.642
-181.715, 54.928, 3.941, 10.675
-181.714, 54.796, 3.954, 10.708
-181.713, 54.664, 3.967, 10.741
-181.712, 54.532, 3.980, 10.774
-181.711, 54.399, 3.993, 10.807
-181.710, 54.265, 4.006, 10.840
-181.709, 54.131, 4.019, 10.873
-181.709, 53.997, 4.032, 10.906
-181.708, 53.862, 4.045, 10.939
-181.707, 53.727, 4.058, 10.972
-181.706, 53.592, 4.071, 11.005
-181.705, 53.456, 4.084, 11.038
-181.704, 53.319, 4.098, 11.071
-181.703, 53.182, 4.111, 11.104
-181.702, 53.045, 4.125, 11.137
-181.701, 52.907, 4.138, 11.170
-181.701, 52.769, 4.152, 11.203
-181.700, 52.630, 4.166, 11.236
-181.699, 52.491, 4.179, 11.269
-181.698, 52.351, 4.193, 11.302
-181.697, 52.211, 4.207, 11.335
-181.696, 52.070, 4.221, 11.368
-181.695, 51.929, 4.235, 11.401
-181.695, 51.788, 4.249, 11.434
-181.694, 51.646, 4.262, 11.467
-181.693, 51.503, 4.276, 11.500
-181.692, 51.361, 4.290, 11.533
-181.691, 51.217, 4.305, 11.566
-181.690, 51.073, 4.319, 11.599
-181.690, 50.929, 4.333, 11.632
-181.689, 50.784, 4.347, 11.665
-181.688, 50.639, 4.361, 11.698
-181.687, 50.493, 4.376, 11.731
-181.686, 50.347, 4.390, 11.764
-181.686, 50.200, 4.404, 11.797
-181.685, 50.053, 4.419, 11.830
-181.684, 49.905, 4.433, 11.863
-181.683, 49.757, 4.448, 11.896
-181.682, 49.609, 4.463, 11.929
-181.682, 49.460, 4.477, 11.962
-181.681, 49.310, 4.492, 11.995
-181.680, 49.160, 4.507, 12.028
-181.679, 49.009, 4.522, 12.061
-181.679, 48.858, 4.537, 12.094
-181.678, 48.707, 4.551, 12.127
-181.677, 48.554, 4.566, 12.160
-181.676, 48.402, 4.581, 12.193
-181.676, 48.249, 4.597, 12.226
-181.675, 48.095, 4.612, 12.259
-181.674, 47.941, 4.627, 12.292
-181.673, 47.786, 4.642, 12.325
-181.673, 47.631, 4.657, 12.358
-181.672, 47.476, 4.673, 12.391
-181.671, 47.320, 4.688, 12.424
-181.670, 47.163, 4.703, 12.457
-181.670, 47.006, 4.719, 12.490
-181.669, 46.848, 4.734, 12.523
-181.668, 46.690, 4.750, 12.556
-181.667, 46.531, 4.766, 12.589
-181.667, 46.372, 4.782, 12.622
-181.666, 46.212, 4.797, 12.655
-181.665, 46.052, 4.813, 12.688
-181.665, 45.891, 4.829, 12.721
-181.664, 45.729, 4.845, 12.754
-181.663, 45.568, 4.861, 12.787
-181.662, 45.405, 4.877, 12.820
-181.662, 45.242, 4.893, 12.853
-181.661, 45.079, 4.909, 12.886
-181.660, 44.915, 4.925, 12.919
-181.660, 44.750, 4.942, 12.952
-181.659, 44.585, 4.958, 12.985
-181.658, 44.419, 4.974, 13.018
-181.658, 44.253, 4.991, 13.051
-181.657, 44.086, 5.007, 13.084
-181.656, 43.919, 5.024, 13.117
-181.655, 43.751, 5.040, 13.150
-181.655, 43.583, 5.057, 13.183
-181.654, 43.414, 5.073, 13.216
-181.653, 43.244, 5.090, 13.249
-181.653, 43.074, 5.105, 13.282
-181.652, 42.904, 5.116, 13.315
-181.651, 42.733, 5.114, 13.348
-181.651, 42.563, 5.100, 13.381
-181.650, 42.394, 5.086, 13.414
-181.649, 42.225, 5.078, 13.447
-181.649, 42.055, 5.077, 13.480
-181.648, 41.886, 5.081, 13.513
-181.647, 41.717, 5.093, 13.546
-181.647, 41.546, 5.112, 13.579
-181.646, 41.375, 5.136, 13.612
-181.645, 41.203, 5.167, 13.645
-181.645, 41.030, 5.203, 13.678
-181.644, 40.855, 5.242, 13.711
-181.643, 40.679, 5.284, 13.744
-181.643, 40.502, 5.327, 13.777
-181.642, 40.323, 5.369, 13.810
-181.641, 40.143, 5.408, 13.843
-181.640, 39.961, 5.445, 13.876
-181.640, 39.779, 5.478, 13.909
-181.639, 39.595, 5.507, 13.942
-181.638, 39.411, 5.531, 13.975
-181.638, 39.226, 5.551, 14.008
-181.637, 39.041, 5.567, 14.041
-181.636, 38.855, 5.580, 14.074
-181.636, 38.669, 5.591, 14.107
-181.635, 38.482, 5.599, 14.140
-181.634, 38.296, 5.606, 14.173
-181.633, 38.109, 5.613, 14.206
-181.633, 37.922, 5.620, 14.239
-181.632, 37.734, 5.628, 14.272
-181.632, 37.546, 5.637, 14.305
-181.631, 37.358, 5.647, 14.338
-181.630, 37.170, 5.659, 14.371
-181.630, 36.981, 5.674, 14.404
-181.629, 36.791, 5.690, 14.437
-181.628, 36.601, 5.709, 14.470
-181.628, 36.410, 5.729, 14.503
-181.627, 36.218, 5.752, 14.536
-181.626, 36.026, 5.776, 14.569
-181.626, 35.833, 5.801, 14.602
-181.625, 35.639, 5.827, 14.635
-181.624, 35.444, 5.853, 14.668
-181.623, 35.248, 5.879, 14.701
-181.623, 35.051, 5.905, 14.734
-181.622, 34.853, 5.930, 14.767
-181.621, 34.655, 5.954, 14.800
-181.621, 34.456, 5.977, 14.833
-181.620, 34.256, 5.999, 14.866
-181.619, 34.056, 6.019, 14.899
-181.618, 33.854, 6.039, 14.932
-181.618, 33.653, 6.058, 14.965
-181.617, 33.450, 6.076, 14.998
-181.616, 33.247, 6.093, 15.031
-181.616, 33.044, 6.111, 15.064
-181.615, 32.839, 6.128, 15.097
-181.614, 32.635, 6.145, 15.130
-181.614, 32.429, 6.162, 15.163
-181.613, 32.224, 6.180, 15.196
-181.612, 32.017, 6.199, 15.229
-181.611, 31.810, 6.218, 15.262
-181.611, 31.602, 6.238, 15.295
-181.610, 31.394, 6.258, 15.328
-181.609, 31.184, 6.280, 15.361
-181.609, 30.974, 6.302, 15.394
-181.608, 30.764, 6.324, 15.427
-181.607, 30.552, 6.347, 15.460
-181.607, 30.340, 6.370, 15.493
-181.606, 30.127, 6.393, 15.526
-181.605, 29.913, 6.417, 15.559
-181.604, 29.699, 6.440, 15.592
-181.604, 29.483, 6.463, 15.625
-181.603, 29.267, 6.485, 15.658
-181.602, 29.050, 6.508, 15.691
-181.602, 28.833, 6.530, 15.724
-181.601, 28.615, 6.552, 15.757
-181.600, 28.396, 6.573, 15.790
-181.599, 28.176, 6.595, 15.823
-181.599, 27.955, 6.616, 15.856
-181.598, 27.734, 6.637, 15.889
-181.597, 27.513, 6.658, 15.922
-181.596, 27.290, 6.680, 15.955
-181.596, 27.067, 6.701, 15.988
-181.595, 26.843, 6.723, 16.021
-181.594, 26.618, 6.745, 16.054
-181.593, 26.393, 6.767, 16.087
-181.593, 26.166, 6.790, 16.120
-181.592, 25.939, 6.812, 16.153
-181.591, 25.712, 6.835, 16.186
-181.590, 25.483, 6.857, 16.219
-181.590, 25.254, 6.880, 16.252
-181.589, 25.024, 6.903, 16.285
-181.588, 24.793, 6.926, 16.318
-181.587, 24.562, 6.949, 16.351
-181.586, 24.330, 6.972, 16.384
-181.586, 24.097, 6.995, 16.417
-181.585, 23.863, 7.019, 16.450
-181.584, 23.628, 7.042, 16.483
-181.583, 23.393, 7.066, 16.516
-181.583, 23.157, 7.089, 16.549
-181.582, 22.920, 7.113, 16.582
-181.581, 22.682, 7.137, 16.615
-181.580, 22.443, 7.160, 16.648
-181.579, 22.204, 7.184, 16.681
-181.579, 21.964, 7.208, 16.714
-181.578, 21.723, 7.232, 16.747
-181.577, 21.481, 7.256, 16.780
-181.576, 21.239, 7.280, 16.813
-181.575, 20.995, 7.304, 16.846
-181.574, 20.751, 7.329, 16.879
-181.574, 20.506, 7.353, 16.912
-181.573, 20.261, 7.377, 16.945
-181.572, 20.014, 7.402, 16.978
-181.571, 19.767, 7.426, 17.011
-181.570, 19.519, 7.451, 17.044
-181.570, 19.270, 7.476, 17.077
-181.569, 19.020, 7.501, 17.110
-181.568, 18.769, 7.526, 17.143
-181.567, 18.517, 7.550, 17.176
-181.566, 18.265, 7.575, 17.209
-181.565, 18.012, 7.600, 17.242
-181.564, 17.758, 7.625, 17.275
-181.563, 17.503, 7.650, 17.308
-181.563, 17.248, 7.675, 17.341
-181.562, 16.991, 7.700, 17.374
-181.561, 16.734, 7.726, 17.407
-181.560, 16.476, 7.751, 17.440
-181.559, 16.217, 7.776, 17.473
-181.558, 15.957, 7.802, 17.506
-181.557, 15.696, 7.828, 17.539
-181.556, 15.434, 7.854, 17.572
-181.555, 15.172, 7.880, 17.605
-181.555, 14.909, 7.906, 17.638
-181.554, 14.644, 7.932, 17.671
-181.553, 14.379, 7.959, 17.704
-181.552, 14.113, 7.985, 17.737
-181.551, 13.847, 8.012, 17.770
-181.550, 13.579, 8.039, 17.803
-181.549, 13.310, 8.065, 17.836
-181.548, 13.041, 8.092, 17.869
-181.547, 12.770, 8.119, 17.902
-181.546, 12.499, 8.146, 17.935
-181.545, 12.227, 8.174, 17.968
-181.544, 11.954, 8.201, 18.001
-181.543, 11.679, 8.228, 18.034
-181.542, 11.405, 8.256, 18.067
-181.541, 11.129, 8.283, 18.100
-181.540, 10.852, 8.311, 18.133
-181.539, 10.574, 8.338, 18.166
-181.538, 10.295, 8.366, 18.199
-181.537, 10.016, 8.394, 18.232
-181.536, 9.735, 8.422, 18.265
-181.535, 9.454, 8.449, 18.298
-181.534, 9.172, 8.478, 18.331
-181.533, 8.888, 8.506, 18.364
-181.532, 8.604, 8.534, 18.397
-181.531, 8.319, 8.562, 18.430
-181.530, 8.033, 8.591, 18.463
-181.529, 7.746, 8.620, 18.496
-181.528, 7.458, 8.648, 18.529
-181.527, 7.169, 8.677, 18.562
-181.526, 6.879, 8.706, 18.595
-181.525, 6.588, 8.735, 18.628
-181.524, 6.296, 8.764, 18.661
-181.523, 6.003, 8.793, 18.694
-181.522, 5.709, 8.823, 18.727
-181.521, 5.414, 8.852, 18.760
-181.519, 5.118, 8.882, 18.793
-181.518, 4.822, 8.911, 18.826
-181.517, 4.524, 8.941, 18.859
-181.516, 4.225, 8.971, 18.892
-181.515, 3.925, 9.001, 18.925
-181.514, 3.624, 9.031, 18.958
-181.513, 3.323, 9.061, 18.991
-181.512, 3.020, 9.091, 19.024
-181.510, 2.716, 9.121, 19.057
-181.509, 2.411, 9.152, 19.090
-181.508, 2.105, 9.182, 19.123
-181.507, 1.799, 9.213, 19.156
-181.506, 1.491, 9.243, 19.189
-181.505, 1.182, 9.274, 19.222
-181.503, 0.872, 9.305, 19.255
-181.502, 0.561, 9.336, 19.288
-181.501, 0.249, 9.367, 19.321
-181.500, -0.064, 9.398, 19.354
-181.499, -0.378, 9.430, 19.387
-181.497, -0.693, 9.461, 19.420
-181.496, -1.009, 9.493, 19.453
-181.495, -1.327, 9.524, 19.486
-181.494, -1.645, 9.556, 19.519
-181.492, -1.964, 9.588, 19.552
-181.491, -2.285, 9.620, 19.585
-181.490, -2.606, 9.652, 19.618
-181.489, -2.929, 9.684, 19.651
-181.487, -3.252, 9.717, 19.684
-181.486, -3.577, 9.749, 19.717
-181.485, -3.903, 9.781, 19.750
-181.483, -4.230, 9.814, 19.783
-181.482, -4.558, 9.847, 19.816
-181.481, -4.887, 9.879, 19.849
-181.479, -5.217, 9.912, 19.882
-181.478, -5.548, 9.945, 19.915
-181.477, -5.880, 9.979, 19.948
-181.475, -6.214, 10.012, 19.981
-181.474, -6.548, 10.045, 20.014
-181.473, -6.884, 10.079, 20.047
-181.471, -7.221, 10.112, 20.080
-181.470, -7.559, 10.146, 20.113
-181.468, -7.898, 10.180, 20.146
-181.467, -8.238, 10.214, 20.179
-181.466, -8.579, 10.248, 20.212
-181.464, -8.922, 10.282, 20.245
-181.463, -9.266, 10.317, 20.278
-181.461, -9.610, 10.351, 20.311
-181.460, -9.956, 10.386, 20.344
-181.458, -10.303, 10.420, 20.377
-181.457, -10.652, 10.455, 20.410
-181.455, -11.001, 10.490, 20.443
-181.454, -11.351, 10.525, 20.476
-181.452, -11.703, 10.560, 20.509
-181.451, -12.056, 10.595, 20.542
-181.449, -12.410, 10.631, 20.575
-181.448, -12.765, 10.666, 20.608
-181.446, -13.122, 10.702, 20.641
-181.445, -13.480, 10.738, 20.674
-181.443, -13.838, 10.773, 20.707
-181.442, -14.198, 10.809, 20.740
-181.440, -14.560, 10.845, 20.773
-181.438, -14.922, 10.882, 20.806
-181.437, -15.286, 10.918, 20.839
-181.435, -15.651, 10.954, 20.872
-181.434, -16.017, 10.991, 20.905
-181.432, -16.384, 11.028, 20.938
-181.430, -16.752, 11.064, 20.971
-181.429, -17.122, 11.101, 21.004
-181.427, -17.493, 11.138, 21.037
-181.425, -17.865, 11.176, 21.070
-181.424, -18.239, 11.213, 21.103
-181.422, -18.614, 11.250, 21.136
-181.420, -18.990, 11.288, 21.169
-181.418, -19.367, 11.326, 21.202
-181.417, -19.745, 11.364, 21.235
-181.415, -20.125, 11.402, 21.268
-181.413, -20.506, 11.440, 21.301
-181.411, -20.888, 11.478, 21.334
-181.410, -21.272, 11.517, 21.367
-181.408, -21.657, 11.555, 21.400
-181.406, -22.043, 11.594, 21.433
-181.404, -22.430, 11.633, 21.466
-181.402, -22.819, 11.672, 21.499
-181.401, -23.209, 11.712, 21.532
-181.399, -23.601, 11.751, 21.565
-181.397, -23.993, 11.791, 21.598
-181.395, -24.387, 11.831, 21.631
-181.393, -24.783, 11.871, 21.664
-181.391, -25.179, 11.911, 21.697
-181.389, -25.577, 11.951, 21.730
-181.387, -25.977, 11.991, 21.763
-181.385, -26.378, 12.032, 21.796
-181.384, -26.780, 12.072, 21.829
-181.382, -27.183, 12.113, 21.862
-181.380, -27.588, 12.153, 21.895
-181.378, -27.994, 12.194, 21.928
-181.376, -28.402, 12.235, 21.961
-181.374, -28.810, 12.276, 21.994
-181.372, -29.221, 12.318, 22.027
-181.370, -29.632, 12.359, 22.060
-181.368, -30.045, 12.401, 22.093
-181.365, -30.460, 12.442, 22.126
-181.363, -30.876, 12.484, 22.159
-181.361, -31.293, 12.526, 22.192
-181.359, -31.711, 12.568, 22.225
-181.357, -32.131, 12.610, 22.258
-181.355, -32.553, 12.653, 22.291
-181.353, -32.976, 12.695, 22.324
-181.351, -33.400, 12.738, 22.357
-181.348, -33.826, 12.781, 22.390
-181.346, -34.253, 12.824, 22.423
-181.344, -34.681, 12.867, 22.456
-181.342, -35.111, 12.910, 22.489
-181.340, -35.543, 12.954, 22.522
-181.337, -35.976, 12.997, 22.555
-181.335, -36.410, 13.041, 22.588
-181.333, -36.846, 13.085, 22.621
-181.331, -37.283, 13.129, 22.654
-181.328, -37.722, 13.173, 22.687
-181.326, -38.162, 13.217, 22.720
-181.324, -38.604, 13.261, 22.753
-181.321, -39.047, 13.306, 22.786
-181.319, -39.491, 13.351, 22.819
-181.316, -39.938, 13.395, 22.852
-181.314, -40.385, 13.440, 22.885
-181.312, -40.834, 13.486, 22.918
-181.309, -41.285, 13.531, 22.951
-181.307, -41.737, 13.576, 22.984
-181.304, -42.191, 13.622, 23.017
-181.302, -42.646, 13.668, 23.050
